track,Album,Artist,release_date,All Time Rank,January,February,March,April,May,June,July,August,September,October,spotify_streams,youtube_streams,YouTube Likes,TikTok Posts,TikTok Likes,tiktok_streams,YouTube Playlist Reach,Apple Music Playlist Count,apple_music_streams,SiriusXM_streams,Deezer Playlist Count,deezer_streams,Amazon Playlist Count,pandora_streams,Pandora Track Stations,soundcloud_streams,Shazam Counts
UN RAGAZZO UNA RAGAZZA,UN RAGAZZO UNA RAGAZZA,The Kolors,2/7/2024,3295,,,,,,,,,,,43499127,25364611,117410,,,,198024759,13,22672,,5,3104127,14,19414,,,323924
Un Ratito,Un Verano Sin Ti,Bad Bunny,5/6/2022,1990,,,,,,,,,,,500671737,204437602,1398859,17700,8267001,66367676,20223201,12,2271,,1,171943,1,29494305,3482,,796992
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,5/6/2022,3495,,,,,,,,,,,360149048,94595491,955663,32000,21771827,154135701,31810445,11,681,,,,2,14011928,17893,,290721
un x100to,un x100to,Grupo Frontera,4/17/2023,76,,,,,,,,,,,1008495696,878892413,4425283,796603,127651887,1669065906,1522934425,101,73481,225,42,5734172,81,55857743,15528,,2283747
UNA BALA,UNA BALA,Milo j,11/29/2023,3026,,,,,,,,,,,94097213,56612055,670867,,,,1644399457,1,1215,,1,231785,,34640,98,,118143
UNA CERVEZA,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/2023,3908,,,,,,,,,,,159876075,36524769,320572,3716,2060712,14846248,210170562,14,73,2,13,1870957,15,2435321,3305,,595774
Una Foto Remix (feat. Emilia),Una Foto Remix (feat. Emilia),Mesita,1/5/2024,1181,,,,,,,,,,,206001461,45907269,307741,,998400,13500000,,14,11512,,26,552100,21,148059,331,,394118
Una Lady Como T�,Una Lady Como T�,Manuel Turizo,12/1/2016,2409,,,,,,,,,,,2935372,1941794720,6381781,,,,265797030,,,,,,,,,,
Una Locura,ENOC,Ozuna,9/4/2020,1732,,,,,,,,,,,584776407,634293431,2732963,54400,4039386,53047506,31169927,91,10020,26,18,103623,31,19304549,3277,,1497732
Una Noche en Medell�,Una Noche en Medell�,Cris Mj,1/21/2022,288,,,,,,,,,,,839405565,662287768,4695932,3874773,422978919,4817726878,438066241,41,29848,601,19,1780823,46,8328637,7361,,2351019
UNA NOCHE EN MEDELL��N - R,MA��ANA SER�� BONITO (BICHOTA,KAROL G,8/10/2023,2959,,,,,,,,,,,192439879,53961405,347263,84218,8041478,134541936,,14,,,13,2464704,12,9220102,1150,,213623
Una Vez,YHLQMDLG,Bad Bunny,2/29/2020,3141,,,,,,,,,,,563826995,349516218,2323510,5875,5707207,44061028,9248014,33,1695,,5,1469,8,50680752,6870,4059598,1171863
Una Vida Pasada,Una Vida Pasada,Camilo,4/2/2024,1249,,,,,,,,,,,50955386,40003695,294012,11400,3726119,40019764,30907986,40,4576,,42,3315443,19,845380,344,,217303
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,3/30/2023,444,,,,,,,,,,,155390490,135400007,1021624,1871311,80258156,1043240094,42080992,99,40272,339,33,903393,60,4099754,1865,3549319,2290047
Under The Influence,Indigo (Extended),Chris Brown,10/4/2019,423,,,,,,,,,,,1249760413,699931779,6139127,1107358,252070540,2436202278,257447653,186,456661,1057,60,1734864,39,101759650,81211,17909859,12188959
Unforgettable,EPIC AF,French Montana,1/1/2017,454,,,,,,,,,,,2065697126,2173793028,11604315,133949,68712610,631867114,402513671,191,105138,267,114,739260,45,505767047,265307,,
UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,LE SSERAFIM,5/1/2023,2639,,,,,,,,,,,223652808,129099788,2078161,85400,75312218,705088821,266676222,29,2567,32,4,24189,38,493588,471,,324686
UNHEALTHY (feat. Shania Twain),UNHEALTHY (feat. Shania Twain),Anne-Marie,5/18/2023,2274,,,,,,,,,,,107435709,18349123,218523,7316,5194441,79827003,183272059,52,133743,,22,287345,21,350335,118,689846,1025913
Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,9/22/2022,60,,,,,,,,,,,1556275789,254051906,3364206,2379787,683088623,7945975878,1524133775,203,718849,117,63,1616564,167,111398743,71335,10424892,10192485
United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,2578,,,,,,,,,,,246425341,38465606,807082,108559,43090164,342828836,34138596,5,732,11,3,15986,6,2364415,2500,,1169011
Uno,Uno,Ambjaay,5/10/2019,4497,,,,,,,,,,,128411645,86561302,1275303,17467,14675601,112331903,14950722,23,210,,3,41938,1,17430949,55733,55404639,1227296
Unsteady,The Reason EP,X Ambassadors,1/28/2014,4344,,,,,,,,,,,663939688,462058635,4042516,173337,25471805,215796397,2264375,47,18975,114,8,16394,15,414961857,257712,,5432642
Unstoppable,Unstoppable,Sia,1/21/2016,548,,,,,,,,,,,1285237951,1383536938,11277243,7657876,920079246,14808888629,2811155497,124,654509,549,86,1468966,52,92645908,86880,,15422384
Until I Found You,Until I Found You,Stephen Sanchez,9/1/2021,339,,,,,,,,,,,1020452066,385820349,4710732,796783,391999548,3320885451,3540186470,75,269792,1886,30,897931,42,38544039,26435,8598138,11693340
Until I Found You (with Em Beihold) - Em Beihold Version,Until I Found You (Em Beihold Version),Stephen Sanchez,4/22/2022,986,,,,,,,,,,,1020452066,114404861,1372385,228100,129184868,1013000586,995903,45,74239,,27,250765,5,1435373,6073,3198903,
Untitled #13,Untitled #13,Glwzbll,4/4/2023,2757,,,,,,,,,,,32244050,103148536,1493640,549545,144496419,1579523296,,1,1,,,,,,,1411078,416085
UNTOUCHABLE,BORN TO BE,ITZY,1/8/2024,4422,,,,,,,,,,,41904754,48108686,927978,,3474975,17167500,535050886,11,1075,5,4,186388,,184920,247,,87983
Up,Up (Instrumental),Cardi B,2/4/2021,664,,,,,,,,,,,646916214,496850951,6266644,2776485,885852462,6912025468,66038736,173,15142,869,60,214629,40,147844649,104705,,3173352
UP,UP,INNA,10/29/2021,3944,,,,,,,,,,,35440292,105583094,723839,1783882,35896632,1048666929,5222774,8,34144,,9,457320,,77119,48,,2431616
Upa Cavalinho,"Galinha Pintadinha, Vol. 4",Galinha Pintadinha,7/1/2014,1485,,,,,,,,,,,13615330,3024886279,7956355,201540,6854117,112054234,14580,,3,,2,11063,2,,,,13860
Upside Down,Upside Down,JVKE,8/18/2020,925,,,,,,,,,,,121391098,19099476,465493,10318700,164374946,1710758827,517,24,1790,122,5,12865,2,2403391,3205,,1184072
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,11/20/2011,254,,,,,,,,,,,1993030264,5644117304,24960395,274381,98429039,1268235679,1997821697,507,160982,366,308,2956482,137,994708599,2280901,,23508115
Us Vs Them,Us Vs. Them,$uicideboy$,3/29/2024,1545,,,,,,,,,,,44027794,,,,377500,2600000,,3,41,,2,250,7,722798,684,2377642,103487
Used To Be Young,Endless Summer Vacation,Miley Cyrus,8/18/2023,227,,,,,,,,,,,205468104,61624959,1364492,67350,33519594,503074793,1819751244,97,419595,266,64,1571733,62,55443800,10442,111534,1999859
Vaaste,Vaaste,Dhvani Bhanushali,4/6/2019,1540,,,,,,,,,,,126921341,1598106066,13195302,,4508761,48358536,262249176,5,572,,,,4,,,,499417
"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",Anirudh Ravichander,3/10/2020,3300,,,,,,,,,,,94152948,675223784,6031429,878600,51767552,848894091,156425286,7,323,,,,8,14043,,,166731
Vacation,Vacation,Dirty Heads,8/11/2017,3147,,,,,,,,,,,253490559,157050046,2249067,4715901,389010308,4610799658,3057202,16,8106,59,9,3638,3,70579414,71144,,2770196
VAGABUNDO,VAGABUNDO,Sebastian Yatra,5/12/2023,578,,,,,,,,,,,337650898,226249916,862952,241103,34797656,505139679,186376381,59,66673,67,47,2145616,65,5524025,774,26325,1434689
Vai Novinha Ah Ah Ah,Ritmo dos Crias,Dyamante DJ,5/25/2023,3144,,,,,,,,,,,110960415,24459499,297749,649200,157146491,2161832887,,9,401,,12,363903,2,,,,
Vaina Loca,Vaina Loca,Ozuna,6/28/2018,1963,,,,,,,,,,,818413674,1084871772,3856569,272598,6087146,66017796,355660176,38,14367,204,34,178470,35,75922189,14002,,1916459
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black: Songs From The Original Motion Picture,Amy Winehouse,4/12/2024,974,,,,,,,,,,,562814594,,,,,,,,,,1,530,,,,,
Vamos Aclarando Muchas Cosas - En Vivo,Vamos Aclarando Muchas Cosas (En Vivo),Codiciado,9/2/2022,2887,,,,,,,,,,,145135597,226936682,537097,235860,10955274,181357126,34156826,3,536,,,,1,25569248,5096,,486827
Vamos Para Arriba,Vamos Para Arriba,Junior H,6/3/2022,3156,,,,,,,,,,,223422665,236583955,923052,68700,5885095,60653564,,8,,,,,2,16898793,3407,,607267
Vamp Anthem,Whole Lotta Red,Playboi Carti,12/25/2020,4332,,,,,,,,,,,291244404,41936586,623466,49800,23797925,181718624,64980965,3,117,,4,11374,,978492,4994,,361371
vampire,vampire,Olivia Rodrigo,6/30/2023,138,,,,,,,,,,,998964097,113450524,2108657,394640,152624014,1448207880,1111017294,173,161513,93,61,5239925,128,28318435,67590,4296515,4872257
vampire,vampire,Olivia Rodrigo,6/30/2023,781,,,,,,,,,,,997536616,,,,,,,48,301028,,2,18375,2,,,,
Vampiro,Vampiro,Matu�,3/29/2022,3527,,,,,,,,,,,250112783,207570990,2206717,77011,12026795,81406851,27177813,18,250,,29,251363,5,,,,124505
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,7/18/2023,2495,,,,,,,,,,,97050082,159263795,1268052,,,,86077494,14,475,,,,6,,,,112876
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,5/6/2022,509,,,,,,,,,,,553783547,238368386,2671201,481825,313806405,2994040421,62996039,57,355757,1832,25,274193,51,80033346,22268,,3470453
Veggie Dance,Veggie Dance,Gracie's Corner,4/5/2024,2187,,,,,,,,,,,2279039,43379343,332023,,21260608,161578600,,1,,,,,6,251021,2748,,33195
Veggie Dance - Remix,Veggie Dance (Remix) - Single,Gracie's Corner,5/31/2024,4091,,,,,,,,,,,173242,7618257,63190,226,,,,,,,,,,2218,115,,3079
Vem Desestressar,Vem Desestressar,MC PH,4/4/2024,2177,,,,,,,,,,,35473387,28992482,285938,,,,14913529,4,3,,15,12589266,16,34,,,38259
vendetta!,vendetta!,MUPP,5/20/2022,2773,,,,,,,,,,,317919778,51618223,617981,11600,6821906,60936894,28998158,17,,,3,91280,,3261038,2540,,825474
Venom,Paralyzing Chains,Sintage,4/21/2023,3102,,,,,,,,,,,15579,244394638,4972045,,,,18310802,,6,,,,,,,,9
Venom - Music From The Motion Picture,Kamikaze,Eminem,8/31/2018,1290,,,,,,,,,,,788282679,872454191,11385109,979801,566011362,5580305533,54163882,17,486,,8,245877,7,81227283,135394,2158019,4124065
Vente Pa' Ca,Vente Pa' Ca,Ricky Martin,9/22/2016,1467,,,,,,,,,,,613961293,2008509134,5299342,291135,59964525,416104248,333494165,70,13945,36,48,223157,53,54891883,22841,,4173066
Versace on the Floor,24K Magic,Bruno Mars,11/17/2016,3949,,,,,,,,,,,797648369,733721686,4991700,200226,11637624,99524212,157272972,73,18787,2,32,689571,11,93218337,92006,,
Verte Ir,Verte Ir,DJ Luian,3/28/2019,2622,,,,,,,,,,,550967367,728468384,3473098,11200,1930550,20847094,137102567,35,3884,17,7,293349,12,73700065,8531,,1353531
Very Cute Melody by Marimba Tone (39813),Very Cute Melody by Marimba Tone (39813),mitsu sound,12/31/2023,62,,,,,,,,,,,1384,222076,5430,5013500,605320683,8811416708,,,,,,,,,,,
Very Sad,Very Sad,Enchan,11/23/2022,2309,,,,,,,,,,,1426122,1328757,33856,2500896,143257450,2151095470,,,2,,1,98031,,,,,314385
Vete,Vete,Bad Bunny,11/21/2019,1702,,,,,,,,,,,991885224,600051690,4073946,42606,8039160,76307093,140792004,113,11246,83,40,216331,14,126271911,38291,,1422487
Vette Motors,Vette Motors - Single,YoungBoy Never Broke Again,6/10/2022,3814,,,,,,,,,,,80585683,88959234,770086,20100,5242187,42977111,332784168,3,1144,,1,4717,7,,,19542228,
VIBE (feat. Jimin of BTS),VIBE,TAEYANG,1/13/2023,3372,,,,,,,,,,,218831350,144395167,,236412,100972780,595970672,6017263,9,5595,32,7,478895,12,1673206,594,,322685
VIBEZ,KIRK,DaBaby,9/27/2019,1470,,,,,,,,,,,432315500,161619855,1879161,5017600,146241546,1119929038,6676480,38,44945,202,11,9718,,85830613,38488,,1172142
vice city,vice city,XXXTENTACION,1/28/2022,4343,,,,,,,,,,,111369377,100696513,1725109,365,15618,198631,704154,4,108,2,4,132917,5,927112,1727,,166343
Victoria���s,Victoria���s,Jax,6/30/2022,1616,,,,,,,,,,,161267092,60783794,1205587,269447,80682415,667522423,2425897442,9,234760,1543,2,64490,27,71491331,56598,1800837,
Vida de Rico,Vida de Rico,Camilo,9/21/2020,767,,,,,,,,,,,568823269,1094129734,7637000,1913634,77602054,835046287,149145491,112,45003,73,24,135286,39,21813224,14722,,1819660
Vida Gangster,Vida Gangster,Lauty Gram,12/8/2022,1358,,,,,,,,,,,105604106,161745200,938841,1776600,145856351,1721191403,774814,,178,,3,3434,1,,,,329440
"Vigdiyan Heeran (From ""Honey 3.0"")",Honey 3.0,Yo Yo Honey Singh,3/15/2024,3331,,,,,,,,,,,12044437,46011423,1888358,,,,,,5,,,,8,,,,64035
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51 - Single",Bizarrap,6/8/2022,1633,,,,,,,,,,,305438624,320765258,3672582,,,,5446011,27,10341,239,8,173006,35,440147,392,,625330
Virginia Beach,For All The Dogs,Drake,10/6/2023,981,,,,,,,,,,,165204421,16599214,126612,,,,35874,5,1751,,2,1924,8,5063703,5731,6243171,349915
Virtual Angel,<Dall>,ARTMS,5/31/2024,1810,,,,,,,,,,,2371467,11364565,212716,,,,,7,16,,,,7,209,,,4320
Vista Al Mar,Vista Al Mar,Quevedo,9/9/2022,1303,,,,,,,,,,,511726944,182250623,931096,91068,14320250,193905770,632374,15,12969,,15,49325,46,636907,315,,596476
Viva La Vida,Meu Pai �� do,Coldplay,9/21/2005,2619,,,,,,,,,,,2102223775,1412127488,8707376,1619542,244469571,2264301241,1233854544,93,258525,208,174,4371982,94,,,,54637
Vivencias,Vivencias - Single,Kayz66,6/7/2024,4121,,,,,,,,,,,11495032,,,,,,,,,,,,,,,,162862
Vivir Mi Vida,3,Marc Anthony,7/23/2013,2210,,,,,,,,,,,618671056,1398550208,4470299,722663,24693560,302300755,263879004,112,119,253,46,685724,56,381672102,384522,,4858889
Voices In My Head,Voices In My Head,Falling In Reverse,5/31/2022,3644,,,,,,,,,,,122568479,109752215,1100224,20900,2568996,33939631,15820345,7,51518,106,3,7303,14,28094423,9522,,365803
VOID,VOID,Melanie Martinez,3/29/2023,4259,,,,,,,,,,,121386649,36712138,1221832,136234,45708060,399701698,4725463,25,25855,16,12,200710,11,2154605,3196,2224291,232347
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,8/4/2023,198,,,,,,,,,,,361517395,37192341,491577,13334,1804060,35999853,3117914,56,56118,,52,4459149,23,,,5166756,4372188
Volando (Remix),Volando (Remix),Mora,7/8/2021,1052,,,,,,,,,,,701919939,560364244,2647485,26200,9024221,74137126,45891350,85,14824,15,21,301957,22,14229625,2125,,1404755
Volver Al Futuro,Volver Al Futuro,Oscar Maydon,5/30/2024,1202,,,,,,,,,,,25593926,7493616,162691,,,,,18,,,10,1604245,9,68326,56,1742,33433
Volv�,La m��sica de @Gina Yei: #ConTodoElCoraz��nYM��s (Banda Sono,Didi Romero,1/11/2023,1192,,,,,,,,,,,47586,543509003,3372617,,,,560891372,,,,,,,,,,136
Volv�,Volv�� - Si,Aventura,8/3/2021,1833,,,,,,,,,,,780755736,89683527,493296,30301,6103064,49294071,,97,39183,129,25,383440,46,69320555,14510,,1804089
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,3/3/2023,239,,,,,,,,,,,42761,1138846819,2113492,,,,,,5,,,,,,,,449
Vultures,Vultures,��$,11/22/2023,4363,,,,,,,,,,,45816040,,,,,,,,247,,,,,87471,338,,40135
VVS Switch,VVS Switch,Pressure 9X19,10/10/2023,3929,,,,,,,,,,,44343451,68122505,1142953,10200,8722857,57791681,13550330,,2,,,,,42761,104,1254858,270429
VVV,VVV,mikeeysmind,10/21/2023,1782,,,,,,,,,,,66104800,20813530,308805,413000,17404126,144294559,1045559887,,3,,1,9696,,46806,86,,1101523
WA DA DA,FIRST IMPACT,Kep1er,1/3/2022,4043,,,,,,,,,,,172657413,272201730,4399092,386666,228532871,1992357477,132153989,17,2619,148,3,6338,2,415556,423,,445034
Waffle House,Waffle House,Jonas Brothers,4/7/2023,2170,,,,,,,,,,,139105802,18520292,175833,37347,12006571,147611576,1051178417,66,170601,1787,19,641414,17,16509877,6205,,573574
Wagon Wheel,True Believers,Darius Rucker,1/1/2013,2477,,,,,,,,,,,727417273,563826762,2402463,51203,14475594,101847028,596719707,59,128432,126,19,25550,24,575560582,786536,1206091,3566957
Wait a Minute!,ARDIPITHECUS,WILLOW,1/11/2015,2678,,,,,,,,,,,1081039358,422709495,5234949,1620541,275664623,2051079047,70203,65,14873,,31,308544,17,31208630,67960,,7344889
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,4/27/2022,120,,,,,,,,,,,787155930,357772653,2590835,931660,95662104,836550889,3934416606,150,463665,1308,32,399388,69,182315884,53326,48937045,3534164
wait in the truck (feat. Lainey Wilson),wait in the truck - Single,HARDY,8/26/2022,1537,,,,,,,,,,,127223430,91145868,519636,17442,3062108,39170264,447081553,26,177709,9,1,71,33,125290585,39973,1259302,796363
Waiting For Love,Ibiza Residence 2015,Avicii,1/1/2015,1263,,,,,,,,,,,1397975653,1701608739,13598875,1175137,19503025,154837616,180189999,130,56643,,69,344319,23,35406623,22105,,10834953
Waiting for the End,Papercuts,Linkin Park,4/12/2024,2541,,,,,,,,,,,160127218,,,,,,,,,,,,,,,,1451466
Waka Waka (This Time for Africa),Listen Up! The Official 2010 FIFA World Cup Album,Shakira,1/1/2010,921,,,,,,,,,,,829352129,4062829308,23606907,2250587,417038157,5938511405,269751922,109,22773,43,96,1215762,33,129133941,641400,542470,
Wake Me Up,TRUE,Avicii,1/1/2013,436,,,,,,,,,,,2325017580,3214634614,17924466,349966,33433988,360378218,351953763,302,358498,230,213,1715157,87,311299334,837891,,28653448
Wake Me Up (Remix),Dance Essentials 2,Nick White,4/1/2022,2192,,,,,,,,,,,2300429829,,,,,,,,,,,,,,,,
Wake Up (feat. Chris Brown),Wake Up (feat. Chris Brown),Skylar Blatt,4/26/2024,2683,,,,,,,,,,,8040021,4152404,115149,,,,16204986,13,14072,37,2,623,11,2166042,394,139022,160973
Wake Up in the Sky,Wake Up in the Sky,Gucci Mane,9/14/2018,1173,,,,,,,,,,,996942947,614755305,5707814,517615,50143641,424030507,52825959,40,63944,56,31,108234,17,165992311,128939,,6648622
WAKE UP!,WAKE UP!,MoonDeity,8/5/2022,3435,,,,,,,,,,,152307497,154243444,1898082,20600,13109944,120806447,21795577,10,,,2,83044,,612716,648,,1106286
Wake Up! (feat. Juice WRLD),11th Dimension,Ski Mask The Slump God,6/7/2024,2707,,,,,,,,,,,2886460,329080,29751,,,,,,1,,,,,3173,5,260469,
Walk,Walk/Spin,Kodak Black,9/16/2022,3903,,,,,,,,,,,62323136,34075392,466729,12660,2989810,25342217,26163643,6,2750,544,1,4517,,3561732,2328,10571345,288137
Walk Em Down (feat. Roddy Ricch),Walk Em Down (feat. Roddy Ricch),NLE Choppa,3/19/2020,1584,,,,,,,,,,,565296902,382444699,3526955,351258,30493030,244428689,19033391,48,19932,,20,160055,11,71134893,89613,,1233851
Walk It Talk It,Culture II,Migos,1/26/2018,2337,,,,,,,,,,,778459270,311818843,2881524,357960,114633196,873289436,1020302,80,23868,30,30,235324,23,236566237,132775,,3559532
Walking On A Dream,Walking On A Dream,Empire Of The Sun,1/1/2008,3476,,,,,,,,,,,923637058,326484288,2513872,729463,158541861,1346152082,31766857,180,62766,111,88,480807,62,366981662,229532,,9554869
WANDA,DONDE QUIERO ESTAR,Quevedo,1/20/2023,3184,,,,,,,,,,,306952759,32391738,149460,51615,9029882,101766021,485245,8,3480,322,5,38775,10,808749,171,,320412
Wanna Be,Wanna Be (Alternate Versions),GloRilla,4/3/2024,433,,,,,,,,,,,66836198,43174948,552134,,,,130569102,37,6174,249,5,1421437,22,16660021,5363,2437483,269767
WANNABE,IT'z ME,ITZY,3/9/2020,2825,,,,,,,,,,,365845397,731488947,8414274,116880,56690917,362463277,40824041,23,2293,29,9,45969,26,2698145,3933,,698118
Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,3/5/2021,985,,,,,,,,,,,793287638,104966782,872923,36542,45722496,319496635,783169,130,18714,82,21,693216,18,57284328,23173,,2221501
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,8/7/2020,152,,,,,,,,,,,1325725696,1329826741,15965491,8470921,1183499351,9539547626,181452145,222,91249,306,94,249116,50,184950173,397731,,4618794
Washing Machine Heart,Be the Cowboy,Mitski,8/17/2018,3388,,,,,,,,,,,743015700,177148832,2616878,199978,173568712,1004422009,330,14,647,250,,,29,4304887,16043,12250564,1821714
WASTE,DISORDER,Kxllswxtch,10/29/2021,2684,,,,,,,,,,,272051636,39751949,818015,298019,180786694,1314232560,,3,38,,,,,399622,1480,15677219,1447289
Wasted Love (feat. Lagique),Wasted Love (feat. Lagique),Ofenbach,1/8/2021,2868,,,,,,,,,,,385903701,67488485,440351,728654,53819526,771965593,27764465,153,193630,,54,1047713,7,9489011,724,,2080227
Wasted On You,Dangerous: The Double Album,Morgan Wallen,1/8/2021,545,,,,,,,,,,,717226454,404363419,2296639,55649,7599044,86145458,350781335,41,391795,273,3,5348,7,431750490,127122,14272948,2061209
Wasted Summers,Wasted Summers,juju<3,7/12/2023,3307,,,,,,,,,,,145323071,3663144,87691,272260,104929528,725884052,24535,10,67,93,,,,,,1693,230133
WATATI (feat. Aldo Ranks) [From Barbie The Album],WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,6/1/2023,2680,,,,,,,,,,,100094720,114762460,834616,389200,34507211,686876114,2604422,,,183,12,233950,,8878410,902,305973,
Watch Me,This Is A Challenge,Silento,12/16/2016,2223,,,,,,,,,,,387389363,2020132561,11334330,,,,176675712,,,1,,,,,,,
Watch The World Burn,Watch The World Burn,Falling In Reverse,1/31/2023,2029,,,,,,,,,,,137204273,105245546,1284515,20400,9349182,77626486,8536921,9,17229,24,5,715957,10,15279637,5846,,633695
Watch This - ARIZONATEARS Pluggnb Remix,Watch This (Lil Uzi Vert) [ARIZONATEARS Pluggnb Remix],Lil Uzi Vert,2/5/2023,837,,,,,,,,,,,377174503,,,,,,,,,,10,1314061,8,196473,1346,12340277,
Watching Yourself Being Born,Neuroscape,Blush Response,4/4/2023,335,,,,,,,,,,,,918283411,1480549,,,,,,3,,,,,,,,
Water,Water,Tyla,7/28/2023,33,,,77281072,,,,,,,,670376179,265180930,2566846,2114363,369150956,3932956380,3031114430,225,486952,1215,180,19469488,188,40418532,27555,6049784,6447136
Water (Remix),Water (Remix) - Single,Tyla,11/17/2023,3473,,,,,,,,,,,51588608,,,28200,1366281,18843138,,28,23379,,11,41131,12,2832393,1084,346063,274717
Watermelon Moonshine,Songs From Bell Bottom Country,Lainey Wilson,8/12/2022,4338,,,,,,,,,,,129635815,33423008,161494,13005,3420396,60524288,317974178,,132594,20,1,2581,,18931295,21657,,
Watermelon Sugar,Watermelon Sugar,Harry Styles,11/17/2019,243,,,,,,,,,,,2708151499,872052223,11269126,1375118,301076974,2738127473,2170262684,554,647363,914,557,4404589,101,133633509,253839,,9612968
Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,9/3/2021,555,,,,,,,,,,,559759920,190901062,2026532,763500,263361535,2410691959,190621640,102,3271,750,27,359622,45,72871746,170628,21747449,2092908
Way Back Home,Take,SHAUN,6/27/2018,4475,,,,,,,,,,,211581810,137544172,1154680,4469485,209217443,3149064834,,13,144,1,3,16529,26,107648,,,1277487
